41	49	78
78	78	73
42	50	65
45	88	46
53	52	74
61	71	98
95	47	98
55	73	51
94	51	77
60	42	93
81	89	99
57	63	49
58	51	49
77	77	45
72	64	87
41	88	45
89	48	87
65	78	97
79	72	61
48	98	93
80	66	74
71	96	72
59	47	78
67	72	76
61	59	54
67	68	74
47	89	94
90	59	83
64	100	73
63	53	89
94	46	48
52	45	79
50	82	100
69	91	94
100	56	97
48	61	81
53	100	49
54	89	82
91	53	86
97	54	82
41	65	72
54	59	48
100	88	91
82	49	56
45	74	51
91	87	94
62	92	89
41	76	67
100	95	50
98	47	65
64	50	58
98	65	75
87	70	94
53	64	92
45	71	61
56	93	57
50	87	45
65	68	80
86	86	62
92	95	48
77	60	68
57	98	53
99	97	71
52	56	94
77	58	49
71	100	61
45	88	50
76	73	73
42	66	100
85	69	55
95	90	47
73	87	62
61	92	45
80	65	89
51	100	72
53	79	63
41	71	73
99	56	57
51	54	77
57	81	87
86	78	97
98	62	67
61	93	50
88	57	49
70	81	82
44	80	46
67	65	95
63	83	56
53	100	66
43	56	81
87	99	93
56	45	91
61	83	81
97	65	69
50	71	54
52	97	79
74	63	95
83	98	90
78	70	81
47	67	56
46	96	65
58	93	48
74	49	84
91	100	86
70	44	81
97	68	61
73	100	87
64	71	65
89	89	52
85	63	81
49	55	52
90	58	74
73	87	58
96	91	89
56	86	74
74	88	56
61	55	47
68	82	76
87	59	82
87	55	65
66	59	86
59	88	71
76	52	92
80	79	53
43	73	100
100	75	62
71	63	88
93	64	98
59	77	98
70	97	59
75	95	86
82	69	76
62	54	53
96	70	66
50	60	51
70	91	68
72	90	46
69	46	54
61	43	61
87	58	66
48	47	62
70	99	45
44	91	52
94	57	97
62	89	52
76	49	58
65	95	86
63	79	71
50	74	82
58	74	70
66	79	67
71	72	61
50	70	77
54	95	59
63	43	91
75	73	70
79	71	86
68	45	46
53	48	74
53	53	67
81	93	85
93	48	88
94	49	100
65	42	61
59	74	82
67	82	78
47	75	55
76	83	82
45	58	100
44	59	53
68	51	99
100	87	72
49	100	93
48	68	55
71	62	77
85	61	97
49	50	93
80	60	86
66	90	85
65	44	54
69	92	60
87	48	98
87	90	59
87	50	61
46	69	54
44	44	100
42	71	79
80	61	72
93	62	55
61	61	60
64	51	80
89	98	72
97	57	70
88	78	56
44	42	95
83	72	69
54	86	81
98	71	99
54	65	66
45	59	91
90	72	69
99	88	88
70	80	84
72	55	53
73	55	76
70	57	70
97	68	54
50	86	93
68	45	88
100	78	80
55	71	89
98	47	77
57	57	59
87	49	72
71	41	69
67	80	83
79	67	46
71	61	48
45	44	100
72	98	50
93	73	57
68	55	59
50	78	83
47	72	99
84	52	59
53	73	81
49	68	45
98	98	75
58	56	55
62	68	72
88	82	73
56	56	61
66	67	83
78	69	75
62	60	91
43	75	75
55	54	92
50	100	85
94	87	50
49	100	79
63	41	52
54	63	79
69	56	58
51	56	70
61	76	51
73	51	57
74	56	49
53	82	62
86	56	50
44	78	63
79	70	76
56	40	47
68	67	78
60	76	60
55	56	54
60	86	46
73	48	85
62	65	85
59	42	59
57	83	85
85	66	94
67	86	83
96	88	82
52	71	91
74	71	55
50	81	74
84	43	67
76	69	99
64	48	64
53	61	87
42	62	96
50	91	62
54	60	58
93	80	61
76	86	79
66	74	88
85	70	79
47	83	49
80	81	68
57	84	79
90	78	61
99	96	73
49	74	87
42	67	45
57	69	78
53	97	66
86	46	48
93	90	79
87	63	93
61	60	88
54	86	82
58	71	67
98	58	51
66	74	56
59	62	73
49	51	82
51	79	52
70	47	73
73	69	71
93	43	73
59	78	58
84	81	56
75	58	51
67	94	76
97	40	89
56	64	83
88	65	90
45	45	69
62	58	79
93	49	96
74	45	78
63	66	75
58	55	74
45	50	89
64	79	88
55	90	97
73	78	76
87	72	81
61	41	94
53	96	82
53	89	100
82	76	57
42	89	74
86	89	87
90	97	70
75	97	48
42	62	100
87	94	98
63	69	46
72	100	49
84	50	51
86	40	88
43	78	64
48	62	56
55	90	60
79	58	53
85	54	89
64	51	61
75	55	83
82	51	71
67	90	60
87	52	82
54	70	50
47	87	61
71	55	76
55	47	84
75	100	81
73	85	93
51	79	52
68	64	97
80	67	95
